#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AADACL4	LY6G6C	9606.ENSP00000365395	9606.ENSP00000364978	0	0	0	0	0	0	0	0.187	0.187
F3	VEGFA	9606.ENSP00000334145	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.681	0.687
F3	IL6	9606.ENSP00000334145	9606.ENSP00000385675	0	0	0	0	0.088	0	0	0.705	0.719
F3	THBD	9606.ENSP00000334145	9606.ENSP00000366307	0	0	0	0	0.062	0	0	0.864	0.867
FABP4	MOGAT2	9606.ENSP00000256104	9606.ENSP00000198801	0	0	0	0	0	0	0	0.166	0.166
FABP4	TIMP1	9606.ENSP00000256104	9606.ENSP00000218388	0	0	0	0	0	0	0	0.260	0.260
FABP4	TFPI2	9606.ENSP00000256104	9606.ENSP00000222543	0	0	0	0	0.062	0.139	0	0	0.157
FABP4	SERPINE1	9606.ENSP00000256104	9606.ENSP00000223095	0	0	0	0	0.062	0	0	0.393	0.406
FABP4	LOX	9606.ENSP00000256104	9606.ENSP00000231004	0	0	0	0	0.062	0	0	0.377	0.391
FABP4	LIF	9606.ENSP00000256104	9606.ENSP00000249075	0	0	0	0	0	0	0	0.156	0.156
FABP4	SLC16A3	9606.ENSP00000256104	9606.ENSP00000463978	0	0	0	0	0	0	0	0.156	0.156
FABP4	THBD	9606.ENSP00000256104	9606.ENSP00000366307	0	0	0	0	0.092	0	0	0.112	0.159
FABP4	PTGIR	9606.ENSP00000256104	9606.ENSP00000291294	0	0	0	0	0	0.129	0	0.082	0.167
FABP4	TKTL1	9606.ENSP00000256104	9606.ENSP00000358931	0	0	0	0	0.062	0.139	0	0.055	0.170
FABP4	MPZL2	9606.ENSP00000256104	9606.ENSP00000278937	0	0	0	0	0	0	0	0.177	0.177
FABP4	TLR2	9606.ENSP00000256104	9606.ENSP00000260010	0	0	0	0	0.062	0	0	0.193	0.210
FABP4	STEAP4	9606.ENSP00000256104	9606.ENSP00000369419	0	0	0	0	0.063	0	0	0.193	0.211
FABP4	SOCS3	9606.ENSP00000256104	9606.ENSP00000330341	0	0	0	0	0	0	0	0.218	0.218
FABP4	VDR	9606.ENSP00000256104	9606.ENSP00000447173	0	0	0	0	0	0.064	0	0.204	0.223
FABP4	THBS1	9606.ENSP00000256104	9606.ENSP00000260356	0	0	0	0	0.067	0	0	0.204	0.226
FABP4	MEDAG	9606.ENSP00000256104	9606.ENSP00000369849	0	0	0	0	0.120	0	0	0.193	0.259
FABP4	WNT3A	9606.ENSP00000256104	9606.ENSP00000284523	0	0	0	0	0	0	0	0.261	0.261
FABP4	MYC	9606.ENSP00000256104	9606.ENSP00000479618	0	0	0	0	0	0	0	0.289	0.289
FABP4	VEGFA	9606.ENSP00000256104	9606.ENSP00000478570	0	0	0	0	0	0	0	0.391	0.390
FABP4	PRKAG3	9606.ENSP00000256104	9606.ENSP00000397133	0	0	0	0	0	0	0	0.420	0.420
FABP4	IL1B	9606.ENSP00000256104	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.538	0.548
FABP4	IL6	9606.ENSP00000256104	9606.ENSP00000385675	0	0	0	0	0.058	0	0	0.556	0.563
FAM115C	OTOP1	9606.ENSP00000412724	9606.ENSP00000296358	0	0	0	0	0	0	0	0.249	0.248
FAM115C	VSIG4	9606.ENSP00000412724	9606.ENSP00000363869	0	0	0	0	0	0.212	0	0	0.212
FAM115C	MT1M	9606.ENSP00000412724	9606.ENSP00000369146	0	0	0	0	0	0	0	0.212	0.212
FAM115C	SLC34A2	9606.ENSP00000412724	9606.ENSP00000371483	0	0	0	0	0	0	0	0.192	0.192
FCGR2A	OSM	9606.ENSP00000271450	9606.ENSP00000215781	0	0	0	0	0.177	0	0	0.096	0.224
FCGR2A	TIMP1	9606.ENSP00000271450	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.181	0.199
FCGR2A	SERPINE1	9606.ENSP00000271450	9606.ENSP00000223095	0	0	0	0	0	0	0	0.181	0.181
FCGR2A	LOX	9606.ENSP00000271450	9606.ENSP00000231004	0	0	0	0	0	0	0	0.153	0.152
FCGR2A	SLC11A1	9606.ENSP00000271450	9606.ENSP00000233202	0	0	0	0	0.271	0	0	0.114	0.326
FCGR2A	LILRB3	9606.ENSP00000271450	9606.ENSP00000245620	0	0	0	0	0.192	0	0.800	0.262	0.870
FCGR2A	MYO1G	9606.ENSP00000271450	9606.ENSP00000258787	0	0	0	0	0.174	0	0	0.047	0.180
FCGR2A	TLR2	9606.ENSP00000271450	9606.ENSP00000260010	0	0	0	0	0.337	0	0	0.612	0.732
FCGR2A	IL1B	9606.ENSP00000271450	9606.ENSP00000263341	0	0	0	0	0.158	0	0	0.688	0.726
FCGR2A	ITPKC	9606.ENSP00000271450	9606.ENSP00000263370	0	0	0	0	0	0	0	0.505	0.505
FCGR2A	TNFRSF8	9606.ENSP00000271450	9606.ENSP00000263932	0	0	0	0	0.068	0	0	0.269	0.289
FCGR2A	IL18RAP	9606.ENSP00000271450	9606.ENSP00000264260	0	0	0	0	0.137	0	0	0.179	0.262
FCGR2A	SPHK1	9606.ENSP00000271450	9606.ENSP00000313681	0	0	0	0	0	0	0	0.155	0.154
FCGR2A	ITGA5	9606.ENSP00000271450	9606.ENSP00000293379	0	0	0	0	0	0	0	0.157	0.156
FCGR2A	SOCS1	9606.ENSP00000271450	9606.ENSP00000329418	0	0	0	0	0	0	0	0.159	0.158
FCGR2A	GBP2	9606.ENSP00000271450	9606.ENSP00000359497	0	0	0	0	0.101	0	0	0.104	0.160
FCGR2A	TGFBI	9606.ENSP00000271450	9606.ENSP00000416330	0	0	0	0	0.112	0	0	0.102	0.168
FCGR2A	IL18R1	9606.ENSP00000271450	9606.ENSP00000387211	0	0	0	0	0.065	0	0	0.150	0.171
FCGR2A	GPR84	9606.ENSP00000271450	9606.ENSP00000450310	0	0	0	0	0.175	0	0	0	0.175
FCGR2A	VDR	9606.ENSP00000271450	9606.ENSP00000447173	0	0	0	0	0	0	0	0.193	0.193
FCGR2A	PLAUR	9606.ENSP00000271450	9606.ENSP00000339328	0	0	0	0	0.101	0	0	0.181	0.232
FCGR2A	MYC	9606.ENSP00000271450	9606.ENSP00000479618	0	0	0	0	0	0	0	0.234	0.234
FCGR2A	IL27	9606.ENSP00000271450	9606.ENSP00000349365	0	0	0	0	0.105	0	0	0.185	0.239
FCGR2A	SLAMF8	9606.ENSP00000271450	9606.ENSP00000289707	0	0	0	0	0.200	0	0	0.090	0.241
FCGR2A	SERPINA1	9606.ENSP00000271450	9606.ENSP00000416066	0	0	0	0	0.140	0	0	0.169	0.255
FCGR2A	SOCS3	9606.ENSP00000271450	9606.ENSP00000330341	0	0	0	0	0.069	0	0	0.235	0.257
FCGR2A	S100A8	9606.ENSP00000271450	9606.ENSP00000357722	0	0	0	0	0.229	0	0	0.097	0.274
FCGR2A	S100A9	9606.ENSP00000271450	9606.ENSP00000357727	0	0	0	0	0.231	0	0	0.113	0.288
FCGR2A	IL1R2	9606.ENSP00000271450	9606.ENSP00000330959	0	0	0	0	0.098	0	0	0.243	0.288
FCGR2A	STAB1	9606.ENSP00000271450	9606.ENSP00000312946	0	0	0	0	0.177	0	0	0.215	0.326
FCGR2A	THBD	9606.ENSP00000271450	9606.ENSP00000366307	0	0	0	0	0.076	0	0	0.310	0.335
FCGR2A	VSIG4	9606.ENSP00000271450	9606.ENSP00000363869	0	0	0	0	0.252	0	0	0.161	0.345
FCGR2A	PDPN	9606.ENSP00000271450	9606.ENSP00000294489	0	0	0	0	0	0	0	0.375	0.375
FCGR2A	SIGLEC7	9606.ENSP00000271450	9606.ENSP00000323328	0	0	0	0	0.278	0	0	0.175	0.379
FCGR2A	VEGFA	9606.ENSP00000271450	9606.ENSP00000478570	0	0	0	0	0	0	0	0.514	0.514
FCGR2A	IL2RA	9606.ENSP00000271450	9606.ENSP00000369293	0	0	0	0	0.069	0	0	0.572	0.584
FCGR2A	FPR1	9606.ENSP00000271450	9606.ENSP00000471493	0	0	0	0	0.536	0	0	0.200	0.613
FCGR2A	IL6	9606.ENSP00000271450	9606.ENSP00000385675	0	0	0	0	0.052	0	0	0.647	0.651
FGF16	OSM	9606.ENSP00000399324	9606.ENSP00000215781	0	0	0	0	0	0	0	0.231	0.231
FGF16	LIF	9606.ENSP00000399324	9606.ENSP00000249075	0	0	0	0	0	0	0	0.461	0.461
FGF16	THBS1	9606.ENSP00000399324	9606.ENSP00000260356	0	0	0	0	0	0	0	0.220	0.220
FGF16	IL1B	9606.ENSP00000399324	9606.ENSP00000263341	0	0	0	0	0	0	0	0.326	0.326
FGF16	WNT3A	9606.ENSP00000399324	9606.ENSP00000284523	0	0	0	0	0.062	0.100	0	0.445	0.491
FGF16	TNFRSF12A	9606.ENSP00000399324	9606.ENSP00000326737	0	0	0	0	0	0	0	0.476	0.476
FGF16	IL6	9606.ENSP00000399324	9606.ENSP00000385675	0	0	0	0	0	0	0	0.435	0.435
FGF16	ZFP36	9606.ENSP00000399324	9606.ENSP00000469647	0	0	0	0	0	0.136	0	0.060	0.153
FGF16	MYC	9606.ENSP00000399324	9606.ENSP00000479618	0	0	0	0	0	0	0	0.375	0.375
FGF16	PGF	9606.ENSP00000399324	9606.ENSP00000451040	0	0	0	0	0	0	0	0.470	0.470
FGF16	VEGFA	9606.ENSP00000399324	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.495	0.506
FOSL1	GADD45B	9606.ENSP00000310170	9606.ENSP00000215631	0	0	0	0	0.063	0	0	0.211	0.229
FOSL1	TIMP1	9606.ENSP00000310170	9606.ENSP00000218388	0	0	0	0	0.158	0	0	0.202	0.300
FOSL1	TFPI2	9606.ENSP00000310170	9606.ENSP00000222543	0	0	0	0	0.210	0	0	0.270	0.399
FOSL1	SERPINE1	9606.ENSP00000310170	9606.ENSP00000223095	0	0	0	0	0.343	0	0	0.330	0.541
FOSL1	LOX	9606.ENSP00000310170	9606.ENSP00000231004	0	0	0	0	0.152	0	0	0.163	0.260
FOSL1	LILRB3	9606.ENSP00000310170	9606.ENSP00000245620	0	0	0	0	0	0	0	0.246	0.245
FOSL1	LIF	9606.ENSP00000310170	9606.ENSP00000249075	0	0	0	0	0.287	0	0	0.137	0.358
FOSL1	TLR2	9606.ENSP00000310170	9606.ENSP00000260010	0	0	0	0	0.054	0.056	0	0.138	0.163
FOSL1	THBS1	9606.ENSP00000310170	9606.ENSP00000260356	0	0	0	0	0.118	0	0	0.231	0.293
FOSL1	IL1B	9606.ENSP00000310170	9606.ENSP00000263341	0	0	0	0	0.085	0	0	0.338	0.368
FOSL1	WNT3A	9606.ENSP00000310170	9606.ENSP00000284523	0	0	0	0	0	0	0	0.250	0.250
FOSL1	ITGA5	9606.ENSP00000310170	9606.ENSP00000293379	0	0	0	0	0.164	0	0	0.187	0.292
FOSL1	NFIL3	9606.ENSP00000310170	9606.ENSP00000297689	0	0	0	0	0.065	0.078	0	0.161	0.213
FOSL1	RRAD	9606.ENSP00000310170	9606.ENSP00000299759	0	0	0	0	0.070	0.117	0	0.150	0.241
FOSL1	TM4SF1	9606.ENSP00000310170	9606.ENSP00000304277	0	0	0	0	0.152	0	0	0.057	0.166
FOSL1	SLC16A3	9606.ENSP00000310170	9606.ENSP00000463978	0	0	0	0	0.126	0	0	0.076	0.157
FOSL1	MEDAG	9606.ENSP00000310170	9606.ENSP00000369849	0	0	0	0	0.062	0	0	0.151	0.170
FOSL1	IL18R1	9606.ENSP00000310170	9606.ENSP00000387211	0	0	0	0	0	0.071	0	0.158	0.184
FOSL1	SPHK1	9606.ENSP00000310170	9606.ENSP00000313681	0	0	0	0	0.156	0	0	0.076	0.186
FOSL1	ZFP36	9606.ENSP00000310170	9606.ENSP00000469647	0	0	0	0	0	0	0	0.198	0.198
FOSL1	TGFBI	9606.ENSP00000310170	9606.ENSP00000416330	0	0	0	0	0.139	0	0	0.113	0.203
FOSL1	IL2RA	9606.ENSP00000310170	9606.ENSP00000369293	0	0	0	0	0	0	0	0.203	0.203
FOSL1	VDR	9606.ENSP00000310170	9606.ENSP00000447173	0	0	0	0	0.062	0.082	0	0.154	0.208
FOSL1	SOCS1	9606.ENSP00000310170	9606.ENSP00000329418	0	0	0	0	0.070	0	0	0.193	0.218
FOSL1	IL1R2	9606.ENSP00000310170	9606.ENSP00000330959	0	0	0	0	0	0.071	0	0.202	0.227
FOSL1	SOCS3	9606.ENSP00000310170	9606.ENSP00000330341	0	0	0	0	0.086	0	0	0.263	0.298
FOSL1	PAPPA	9606.ENSP00000310170	9606.ENSP00000330658	0	0	0	0	0.069	0	0	0.315	0.335
FOSL1	GADD45A	9606.ENSP00000310170	9606.ENSP00000360025	0	0	0	0	0.101	0	0	0.308	0.352
FOSL1	VEGFA	9606.ENSP00000310170	9606.ENSP00000478570	0	0	0	0	0.076	0	0	0.334	0.358
FOSL1	TEAD4	9606.ENSP00000310170	9606.ENSP00000352926	0	0	0	0	0.102	0.149	0	0.320	0.434
FOSL1	TNFRSF12A	9606.ENSP00000310170	9606.ENSP00000326737	0	0	0	0	0.317	0	0	0.215	0.441
FOSL1	IL6	9606.ENSP00000310170	9606.ENSP00000385675	0	0	0	0	0.146	0	0	0.400	0.466
FOSL1	PLAUR	9606.ENSP00000310170	9606.ENSP00000339328	0	0	0	0	0.177	0	0	0.407	0.491
FOSL1	MYC	9606.ENSP00000310170	9606.ENSP00000479618	0	0	0	0	0.154	0.108	0	0.567	0.645
FPR1	OSM	9606.ENSP00000471493	9606.ENSP00000215781	0	0	0	0	0.237	0	0	0.067	0.257
FPR1	SLC11A1	9606.ENSP00000471493	9606.ENSP00000233202	0	0	0	0	0.554	0	0	0.083	0.573
FPR1	LILRB3	9606.ENSP00000471493	9606.ENSP00000245620	0	0	0	0	0.213	0	0	0.099	0.261
FPR1	TLR2	9606.ENSP00000471493	9606.ENSP00000260010	0	0	0	0	0.570	0	0	0.423	0.741
FPR1	IL1B	9606.ENSP00000471493	9606.ENSP00000263341	0	0	0	0	0.196	0	0	0.425	0.518
FPR1	IL18RAP	9606.ENSP00000471493	9606.ENSP00000264260	0	0	0	0	0.174	0	0	0.048	0.180
FPR1	SLAMF8	9606.ENSP00000471493	9606.ENSP00000289707	0	0	0	0	0.166	0	0	0	0.165
FPR1	PTGIR	9606.ENSP00000471493	9606.ENSP00000291294	0	0	0	0	0.069	0	0	0.175	0.199
FPR1	STAB1	9606.ENSP00000471493	9606.ENSP00000312946	0	0	0	0	0.138	0	0	0.152	0.237
FPR1	MMP19	9606.ENSP00000471493	9606.ENSP00000313437	0	0	0	0	0.078	0.057	0	0.143	0.189
FPR1	SIGLEC7	9606.ENSP00000471493	9606.ENSP00000323328	0	0	0	0	0.213	0	0	0.053	0.222
FPR1	SOCS3	9606.ENSP00000471493	9606.ENSP00000330341	0	0	0	0	0.064	0	0	0.132	0.153
FPR1	IL1R2	9606.ENSP00000471493	9606.ENSP00000330959	0	0	0	0	0.169	0	0	0.284	0.379
FPR1	KCNJ15	9606.ENSP00000471493	9606.ENSP00000331698	0	0	0	0	0.153	0	0	0.070	0.178
FPR1	PLAUR	9606.ENSP00000471493	9606.ENSP00000339328	0	0	0	0	0.141	0	0.900	0.830	0.984
FPR1	S100A8	9606.ENSP00000471493	9606.ENSP00000357722	0	0	0	0	0.677	0	0	0.059	0.683
FPR1	S100A9	9606.ENSP00000471493	9606.ENSP00000357727	0	0	0	0	0.634	0	0	0.113	0.661
FPR1	GBP2	9606.ENSP00000471493	9606.ENSP00000359497	0	0	0	0	0.142	0	0	0.083	0.179
FPR1	GLT6D1	9606.ENSP00000471493	9606.ENSP00000360829	0	0	0	0	0	0	0	0.307	0.307
FPR1	VSIG4	9606.ENSP00000471493	9606.ENSP00000363869	0	0	0	0	0.214	0	0	0.057	0.227
FPR1	TYMP	9606.ENSP00000471493	9606.ENSP00000379038	0	0	0	0	0.184	0	0	0	0.183
FPR1	IL6	9606.ENSP00000471493	9606.ENSP00000385675	0	0	0	0	0.058	0	0	0.391	0.401
FPR1	SERPINA1	9606.ENSP00000471493	9606.ENSP00000416066	0	0	0	0	0.136	0.056	0	0.074	0.178
FPR1	VDR	9606.ENSP00000471493	9606.ENSP00000447173	0	0	0	0	0.077	0.056	0	0.112	0.158
FPR1	GPR84	9606.ENSP00000471493	9606.ENSP00000450310	0	0	0	0	0.190	0	0	0.204	0.327
FPR1	VEGFA	9606.ENSP00000471493	9606.ENSP00000478570	0	0	0	0	0	0	0	0.261	0.261
GABRP	GPRC5A	9606.ENSP00000430100	9606.ENSP00000014914	0	0	0	0	0.062	0	0	0.311	0.326
GABRP	KCNN4	9606.ENSP00000430100	9606.ENSP00000262888	0	0	0	0	0	0	0	0.471	0.471
GABRP	STC2	9606.ENSP00000430100	9606.ENSP00000265087	0	0	0	0	0	0	0	0.157	0.156
GABRP	MPZL2	9606.ENSP00000430100	9606.ENSP00000278937	0	0	0	0	0	0	0	0.329	0.329
GADD45A	GADD45B	9606.ENSP00000360025	9606.ENSP00000215631	0	0	0	0.951	0.108	0.270	0.900	0.816	0.932
GADD45A	SERPINE1	9606.ENSP00000360025	9606.ENSP00000223095	0	0	0	0	0.082	0	0	0.320	0.349
GADD45A	LOX	9606.ENSP00000360025	9606.ENSP00000231004	0	0	0	0	0.065	0	0	0.149	0.170
GADD45A	LIF	9606.ENSP00000360025	9606.ENSP00000249075	0	0	0	0	0.076	0	0	0.123	0.155
GADD45A	TLR2	9606.ENSP00000360025	9606.ENSP00000260010	0	0	0	0	0	0	0	0.150	0.150
GADD45A	THBS1	9606.ENSP00000360025	9606.ENSP00000260356	0	0	0	0	0.062	0	0	0.273	0.289
GADD45A	IL1B	9606.ENSP00000360025	9606.ENSP00000263341	0	0	0	0	0	0	0	0.287	0.286
GADD45A	STC2	9606.ENSP00000360025	9606.ENSP00000265087	0	0	0	0	0	0	0	0.185	0.185
GADD45A	ITGA5	9606.ENSP00000360025	9606.ENSP00000293379	0	0	0	0	0.070	0	0	0.152	0.178
GADD45A	NFIL3	9606.ENSP00000360025	9606.ENSP00000297689	0	0	0	0	0.076	0	0	0.208	0.236
GADD45A	RRAD	9606.ENSP00000360025	9606.ENSP00000299759	0	0	0	0	0.065	0	0	0.157	0.178
GADD45A	NPAS4	9606.ENSP00000360025	9606.ENSP00000311196	0	0	0	0	0	0	0	0.183	0.183
GADD45A	TNFRSF12A	9606.ENSP00000360025	9606.ENSP00000326737	0	0	0	0	0.090	0	0	0.217	0.257
GADD45A	SOCS1	9606.ENSP00000360025	9606.ENSP00000329418	0	0	0	0	0	0	0	0.154	0.153
GADD45A	SOCS3	9606.ENSP00000360025	9606.ENSP00000330341	0	0	0	0	0.080	0	0	0.204	0.236
GADD45A	PLAUR	9606.ENSP00000360025	9606.ENSP00000339328	0	0	0	0	0.062	0	0	0.143	0.161
GADD45A	SFN	9606.ENSP00000360025	9606.ENSP00000340989	0	0	0	0	0	0	0	0.637	0.637
GADD45A	MT1A	9606.ENSP00000360025	9606.ENSP00000478425	0	0	0	0	0	0	0	0.156	0.155
GADD45A	TYMP	9606.ENSP00000360025	9606.ENSP00000379038	0	0	0	0	0	0	0	0.203	0.203
GADD45A	VDR	9606.ENSP00000360025	9606.ENSP00000447173	0	0	0	0	0	0	0	0.261	0.261
GADD45A	VEGFA	9606.ENSP00000360025	9606.ENSP00000478570	0	0	0	0	0.065	0	0	0.314	0.331
GADD45A	IL6	9606.ENSP00000360025	9606.ENSP00000385675	0	0	0	0	0.058	0	0	0.370	0.381
GADD45A	MYC	9606.ENSP00000360025	9606.ENSP00000479618	0	0	0	0	0.063	0	0	0.560	0.570
GADD45B	GBP2	9606.ENSP00000215631	9606.ENSP00000359497	0	0	0	0	0.088	0	0	0.108	0.151
GADD45B	RAB20	9606.ENSP00000215631	9606.ENSP00000267328	0	0	0	0	0.076	0	0	0.126	0.159
GADD45B	RRAD	9606.ENSP00000215631	9606.ENSP00000299759	0	0	0	0	0.107	0	0	0.104	0.167
GADD45B	TIMP1	9606.ENSP00000215631	9606.ENSP00000218388	0	0	0	0	0	0	0	0.175	0.175
GADD45B	SFN	9606.ENSP00000215631	9606.ENSP00000340989	0	0	0	0	0	0	0	0.181	0.181
GADD45B	IL2RA	9606.ENSP00000215631	9606.ENSP00000369293	0	0	0	0	0	0	0	0.182	0.182
GADD45B	IL18R1	9606.ENSP00000215631	9606.ENSP00000387211	0	0	0	0	0.065	0	0	0.165	0.185
GADD45B	NFIL3	9606.ENSP00000215631	9606.ENSP00000297689	0	0	0	0	0.100	0	0	0.166	0.217
GADD45B	TGFBI	9606.ENSP00000215631	9606.ENSP00000416330	0	0	0	0	0.065	0	0	0.211	0.230
GADD45B	SOCS1	9606.ENSP00000215631	9606.ENSP00000329418	0	0	0	0	0.081	0	0	0.199	0.233
GADD45B	VEGFA	9606.ENSP00000215631	9606.ENSP00000478570	0	0	0	0	0	0	0	0.242	0.241
GADD45B	TNFRSF12A	9606.ENSP00000215631	9606.ENSP00000326737	0	0	0	0	0.062	0	0	0.237	0.254
GADD45B	SERPINE1	9606.ENSP00000215631	9606.ENSP00000223095	0	0	0	0	0.065	0	0	0.285	0.302
GADD45B	LOX	9606.ENSP00000215631	9606.ENSP00000231004	0	0	0	0	0	0	0	0.304	0.304
GADD45B	IL1B	9606.ENSP00000215631	9606.ENSP00000263341	0	0	0	0	0.096	0	0	0.310	0.349
GADD45B	SOCS3	9606.ENSP00000215631	9606.ENSP00000330341	0	0	0	0	0.198	0	0	0.269	0.389
GADD45B	THBS1	9606.ENSP00000215631	9606.ENSP00000260356	0	0	0	0	0.062	0	0	0.393	0.406
GADD45B	IL6	9606.ENSP00000215631	9606.ENSP00000385675	0	0	0	0	0.117	0	0	0.369	0.419
GADD45B	MYC	9606.ENSP00000215631	9606.ENSP00000479618	0	0	0	0	0.067	0	0	0.406	0.422
GADD45B	NPAS4	9606.ENSP00000215631	9606.ENSP00000311196	0	0	0	0	0	0	0	0.462	0.462
GADD45B	ZFP36	9606.ENSP00000215631	9606.ENSP00000469647	0	0	0	0	0.555	0	0	0.179	0.619
GBP2	OSM	9606.ENSP00000359497	9606.ENSP00000215781	0	0	0	0	0.140	0	0	0.064	0.160
GBP2	TIMP1	9606.ENSP00000359497	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.135	0.154
GBP2	SLC11A1	9606.ENSP00000359497	9606.ENSP00000233202	0	0	0	0	0.049	0	0	0.166	0.172
GBP2	TLR2	9606.ENSP00000359497	9606.ENSP00000260010	0	0	0	0	0.288	0	0	0.235	0.432
GBP2	IL1B	9606.ENSP00000359497	9606.ENSP00000263341	0	0	0	0	0.171	0	0	0.433	0.510
GBP2	RAB20	9606.ENSP00000359497	9606.ENSP00000267328	0	0	0	0	0.087	0.102	0	0.077	0.177
GBP2	SECTM1	9606.ENSP00000359497	9606.ENSP00000269389	0	0	0	0	0.214	0	0	0	0.214
GBP2	SLAMF8	9606.ENSP00000359497	9606.ENSP00000289707	0	0	0	0	0.181	0	0	0.043	0.183
GBP2	TM4SF1	9606.ENSP00000359497	9606.ENSP00000304277	0	0	0	0	0	0	0	0.257	0.257
GBP2	NLRP6	9606.ENSP00000359497	9606.ENSP00000309767	0	0	0	0	0.088	0	0	0.108	0.151
GBP2	SPHK1	9606.ENSP00000359497	9606.ENSP00000313681	0	0	0	0	0	0	0	0.150	0.150
GBP2	SOCS1	9606.ENSP00000359497	9606.ENSP00000329418	0	0	0	0	0.086	0	0	0.287	0.320
GBP2	SOCS3	9606.ENSP00000359497	9606.ENSP00000330341	0	0	0	0	0.119	0	0	0.241	0.303
GBP2	S100A8	9606.ENSP00000359497	9606.ENSP00000357722	0	0	0	0	0.156	0	0	0.073	0.185
GBP2	S100A9	9606.ENSP00000359497	9606.ENSP00000357727	0	0	0	0	0.186	0	0	0.043	0.187
GBP2	IL2RA	9606.ENSP00000359497	9606.ENSP00000369293	0	0	0	0	0.101	0	0	0.094	0.150
GBP2	TYMP	9606.ENSP00000359497	9606.ENSP00000379038	0	0	0	0	0.182	0	0	0	0.181
GBP2	TGFBI	9606.ENSP00000359497	9606.ENSP00000416330	0	0	0	0	0.097	0.129	0	0.059	0.195
GBP2	PIM1	9606.ENSP00000359497	9606.ENSP00000362608	0	0	0	0	0.065	0	0	0.267	0.285
GBP2	IL6	9606.ENSP00000359497	9606.ENSP00000385675	0	0	0	0	0.093	0	0	0.282	0.321
GBP2	HLA-G	9606.ENSP00000359497	9606.ENSP00000412927	0	0	0	0	0.060	0	0.900	0.081	0.906
GLT6D1	TM4SF1	9606.ENSP00000360829	9606.ENSP00000304277	0	0	0	0	0	0	0	0.207	0.207
GPR115	RRAD	9606.ENSP00000283303	9606.ENSP00000299759	0	0	0	0	0	0	0	0.168	0.168
GPR115	GPR84	9606.ENSP00000283303	9606.ENSP00000450310	0	0	0	0	0	0	0	0.187	0.187
GPR115	GPR139	9606.ENSP00000283303	9606.ENSP00000458791	0	0	0	0	0	0	0	0.188	0.188
GPR115	VASN	9606.ENSP00000283303	9606.ENSP00000306864	0	0	0	0	0	0.057	0	0.206	0.219
GPR115	MATN4	9606.ENSP00000283303	9606.ENSP00000361842	0	0	0	0	0	0.073	0	0.218	0.244
GPR139	RNF122	9606.ENSP00000458791	9606.ENSP00000256257	0	0	0	0	0	0	0	0.230	0.230
GPR139	PTGIR	9606.ENSP00000458791	9606.ENSP00000291294	0	0	0	0	0	0	0	0.230	0.230
GPR139	GPR182	9606.ENSP00000458791	9606.ENSP00000300098	0	0	0	0	0	0	0	0.605	0.605
GPR182	OSM	9606.ENSP00000300098	9606.ENSP00000215781	0	0	0	0	0	0	0	0.289	0.288
GPR182	PTGIR	9606.ENSP00000300098	9606.ENSP00000291294	0	0	0	0	0.062	0	0	0.149	0.167
GPR84	OSM	9606.ENSP00000450310	9606.ENSP00000215781	0	0	0	0	0.379	0	0	0.057	0.389
GPR84	LILRB3	9606.ENSP00000450310	9606.ENSP00000245620	0	0	0	0	0.270	0	0	0	0.270
GPR84	MYO1G	9606.ENSP00000450310	9606.ENSP00000258787	0	0	0	0	0.138	0.114	0	0	0.203
GPR84	TLR2	9606.ENSP00000450310	9606.ENSP00000260010	0	0	0	0	0.231	0	0	0.162	0.328
GPR84	IL1B	9606.ENSP00000450310	9606.ENSP00000263341	0	0	0	0	0.348	0	0	0.212	0.464
GPR84	SLAMF8	9606.ENSP00000450310	9606.ENSP00000289707	0	0	0	0	0.287	0	0	0	0.286
GPR84	RRAD	9606.ENSP00000450310	9606.ENSP00000299759	0	0	0	0	0.069	0.056	0	0.133	0.172
GPR84	STAB1	9606.ENSP00000450310	9606.ENSP00000312946	0	0	0	0	0.173	0	0	0.080	0.207
GPR84	SIGLEC7	9606.ENSP00000450310	9606.ENSP00000323328	0	0	0	0	0.332	0	0	0	0.332
GPR84	SOCS1	9606.ENSP00000450310	9606.ENSP00000329418	0	0	0	0	0.069	0	0	0.144	0.169
GPR84	SOCS3	9606.ENSP00000450310	9606.ENSP00000330341	0	0	0	0	0.097	0	0	0.167	0.216
GPR84	IL1R2	9606.ENSP00000450310	9606.ENSP00000330959	0	0	0	0	0.183	0	0	0.068	0.206
GPR84	IL27	9606.ENSP00000450310	9606.ENSP00000349365	0	0	0	0	0.214	0.057	0	0	0.227
GPR84	SCNN1A	9606.ENSP00000450310	9606.ENSP00000353292	0	0	0	0	0	0	0	0.175	0.175
GPR84	S100A8	9606.ENSP00000450310	9606.ENSP00000357722	0	0	0	0	0.334	0	0	0	0.334
GPR84	S100A9	9606.ENSP00000450310	9606.ENSP00000357727	0	0	0	0	0.336	0	0	0	0.336
