#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCC6	SLC22A3	9606.ENSP00000205557	9606.ENSP00000275300	0	0	0	0	0.062	0.064	0	0.377	0.405
LUM	PCOLCE	9606.ENSP00000266718	9606.ENSP00000223061	0	0	0	0	0.329	0	0	0.392	0.574
LUM	OGN	9606.ENSP00000266718	9606.ENSP00000262551	0	0	0	0.656	0.233	0	0.900	0.853	0.943
LUM	PRG4	9606.ENSP00000266718	9606.ENSP00000399679	0	0	0	0	0	0	0	0.427	0.426
LUM	SERPINH1	9606.ENSP00000266718	9606.ENSP00000434412	0	0	0	0	0.182	0	0	0.334	0.432
LUM	MARCO	9606.ENSP00000266718	9606.ENSP00000318916	0	0	0	0	0	0	0.540	0	0.540
LUM	SPP1	9606.ENSP00000266718	9606.ENSP00000378517	0	0	0	0	0.065	0	0	0.531	0.543
LUM	MMP14	9606.ENSP00000266718	9606.ENSP00000308208	0	0	0	0	0.214	0.619	0	0.427	0.813
LUM	OMD	9606.ENSP00000266718	9606.ENSP00000364700	0	0	0	0.873	0.062	0	0.900	0.747	0.911
LYVE1	SELE	9606.ENSP00000256178	9606.ENSP00000331736	0	0	0	0	0.154	0.056	0	0.375	0.457
LYVE1	VCAM1	9606.ENSP00000256178	9606.ENSP00000294728	0	0	0	0	0.145	0	0	0.454	0.513
LYVE1	SPP1	9606.ENSP00000256178	9606.ENSP00000378517	0	0	0	0	0.076	0	0	0.649	0.662
MARCO	VCAM1	9606.ENSP00000318916	9606.ENSP00000294728	0	0	0	0	0.506	0	0	0.162	0.568
MFAP2	PCOLCE	9606.ENSP00000364685	9606.ENSP00000223061	0	0	0	0	0.175	0	0	0.408	0.491
MFAP2	THSD4	9606.ENSP00000364685	9606.ENSP00000347484	0	0	0	0	0.066	0	0	0.390	0.406
MFSD2B	SLC9B1	9606.ENSP00000385527	9606.ENSP00000296422	0	0	0	0	0	0	0	0.581	0.581
MLPH	PRF1	9606.ENSP00000264605	9606.ENSP00000398568	0	0	0	0	0	0	0	0.481	0.481
MMP14	SERPINE1	9606.ENSP00000308208	9606.ENSP00000223095	0	0	0	0	0.305	0.056	0	0.457	0.613
MMP14	TWIST1	9606.ENSP00000308208	9606.ENSP00000242261	0	0	0	0	0.107	0	0	0.383	0.426
MMP14	VCAM1	9606.ENSP00000308208	9606.ENSP00000294728	0	0	0	0	0.117	0	0	0.390	0.439
MMP14	SERPINH1	9606.ENSP00000308208	9606.ENSP00000434412	0	0	0	0	0.231	0.056	0	0.265	0.420
MMP14	SPP1	9606.ENSP00000308208	9606.ENSP00000378517	0	0	0	0	0.088	0	0	0.419	0.447
MMP14	PLAU	9606.ENSP00000308208	9606.ENSP00000361850	0	0	0	0	0.300	0	0	0.532	0.658
MRGPRF	PRRX2	9606.ENSP00000309782	9606.ENSP00000361547	0	0	0	0	0.199	0	0	0.350	0.457
MSX1	TWIST1	9606.ENSP00000372170	9606.ENSP00000242261	0	0	0	0	0.096	0	0	0.459	0.491
MSX1	SIX2	9606.ENSP00000372170	9606.ENSP00000304502	0	0	0	0	0.054	0.105	0	0.397	0.445
MSX1	ZIC2	9606.ENSP00000372170	9606.ENSP00000365514	0	0	0	0	0.062	0.061	0	0.439	0.463
MSX1	PAX1	9606.ENSP00000372170	9606.ENSP00000381499	0	0	0	0	0	0.122	0	0.510	0.551
MYOC	PTGDS	9606.ENSP00000037502	9606.ENSP00000360687	0	0	0	0	0.063	0	0	0.396	0.409
MYOC	PGR	9606.ENSP00000037502	9606.ENSP00000325120	0	0	0	0	0.065	0	0	0.438	0.452
NPC1L1	PCSK9	9606.ENSP00000289547	9606.ENSP00000303208	0	0	0	0	0.142	0	0	0.706	0.736
NR4A1	PCK1	9606.ENSP00000440864	9606.ENSP00000319814	0	0	0	0	0	0.270	0	0.252	0.430
OGN	PCOLCE	9606.ENSP00000262551	9606.ENSP00000223061	0	0	0	0	0.145	0	0	0.363	0.432
OGN	SPP1	9606.ENSP00000262551	9606.ENSP00000378517	0	0	0	0	0	0	0	0.425	0.425
OGN	OMD	9606.ENSP00000262551	9606.ENSP00000364700	0	0	0	0.641	0.510	0	0.900	0.839	0.964
OLFML2A	SPTLC3	9606.ENSP00000362682	9606.ENSP00000381968	0	0	0	0	0	0	0	0.438	0.438
OMD	SPP1	9606.ENSP00000364700	9606.ENSP00000378517	0	0	0	0	0	0	0	0.442	0.442
PAX1	SEMA3C	9606.ENSP00000381499	9606.ENSP00000265361	0	0	0	0	0	0	0	0.652	0.652
PCOLCE	SERPIND1	9606.ENSP00000223061	9606.ENSP00000215727	0	0	0	0	0.062	0	0	0.410	0.423
PCOLCE	SERPINH1	9606.ENSP00000223061	9606.ENSP00000434412	0	0	0	0	0.290	0	0	0.291	0.475
PDZK1IP1	TWIST1	9606.ENSP00000294338	9606.ENSP00000242261	0	0	0	0	0	0	0	0.441	0.441
PGF	SERPINE1	9606.ENSP00000451040	9606.ENSP00000223095	0	0	0	0	0.069	0	0	0.470	0.486
PGF	SEMA3C	9606.ENSP00000451040	9606.ENSP00000265361	0	0	0	0	0	0	0	0.414	0.414
PGF	PROK1	9606.ENSP00000451040	9606.ENSP00000271331	0	0	0	0	0	0	0	0.456	0.456
PGF	VCAM1	9606.ENSP00000451040	9606.ENSP00000294728	0	0	0	0	0	0	0	0.506	0.506
PGF	SEMA3E	9606.ENSP00000451040	9606.ENSP00000303212	0	0	0	0	0	0	0	0.415	0.414
PGF	SELE	9606.ENSP00000451040	9606.ENSP00000331736	0	0	0	0	0	0	0	0.418	0.418
PGF	SPP1	9606.ENSP00000451040	9606.ENSP00000378517	0	0	0	0	0	0	0	0.406	0.406
PGR	SERPINE1	9606.ENSP00000325120	9606.ENSP00000223095	0	0	0	0	0	0.058	0	0.405	0.415
PGR	PLAU	9606.ENSP00000325120	9606.ENSP00000361850	0	0	0	0	0	0	0	0.402	0.402
PGR	VIM	9606.ENSP00000325120	9606.ENSP00000446007	0	0	0	0	0	0.067	0	0.455	0.469
PLAU	TFPI2	9606.ENSP00000361850	9606.ENSP00000222543	0	0	0	0	0.143	0.143	0	0.323	0.459
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.214	0.976	0.900	0.989	0.999
PLAU	VCAM1	9606.ENSP00000361850	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.391	0.404
PLAU	SPP1	9606.ENSP00000361850	9606.ENSP00000378517	0	0	0	0	0.076	0.056	0	0.457	0.485
PRDM6	SERINC2	9606.ENSP00000384725	9606.ENSP00000362814	0	0	0	0	0	0.056	0	0.464	0.472
PRF1	RUNX3	9606.ENSP00000398568	9606.ENSP00000382800	0	0	0	0	0.152	0	0	0.458	0.520
PROK1	UTS2B	9606.ENSP00000271331	9606.ENSP00000340526	0	0	0	0	0	0	0.500	0.186	0.575
PRRX2	TWIST1	9606.ENSP00000361547	9606.ENSP00000242261	0	0	0	0	0.160	0	0	0.342	0.424
PRRX2	SIX2	9606.ENSP00000361547	9606.ENSP00000304502	0	0	0	0	0.093	0	0	0.472	0.501
PTGDR	PTGDS	9606.ENSP00000303424	9606.ENSP00000360687	0	0	0	0	0.069	0.270	0	0.535	0.656
PTGDS	SPP1	9606.ENSP00000360687	9606.ENSP00000378517	0	0	0	0	0.088	0	0	0.433	0.460
RUNX3	TWIST1	9606.ENSP00000382800	9606.ENSP00000242261	0	0	0	0	0	0.124	0	0.668	0.697
RUNX3	SPP1	9606.ENSP00000382800	9606.ENSP00000378517	0	0	0	0	0	0	0.900	0.246	0.921
SELE	SERPINE1	9606.ENSP00000331736	9606.ENSP00000223095	0	0	0	0	0.062	0.057	0	0.681	0.693
SELE	VCAM1	9606.ENSP00000331736	9606.ENSP00000294728	0	0	0	0	0.122	0	0	0.916	0.924
SELE	VIM	9606.ENSP00000331736	9606.ENSP00000446007	0	0	0	0	0	0	0	0.415	0.415
SELE	SPP1	9606.ENSP00000331736	9606.ENSP00000378517	0	0	0	0	0	0	0	0.421	0.420
SERPINE1	TFPI2	9606.ENSP00000223095	9606.ENSP00000222543	0	0	0	0	0.249	0.102	0	0.406	0.564
SERPINE1	VIM	9606.ENSP00000223095	9606.ENSP00000446007	0	0	0	0	0.102	0	0	0.406	0.444
SERPINE1	SPP1	9606.ENSP00000223095	9606.ENSP00000378517	0	0	0	0	0.085	0	0	0.528	0.550
SERPINE1	VCAM1	9606.ENSP00000223095	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.694	0.701
SFRP2	TFPI2	9606.ENSP00000274063	9606.ENSP00000222543	0	0	0	0	0	0.066	0	0.492	0.505
SFRP2	WISP2	9606.ENSP00000274063	9606.ENSP00000361959	0	0	0	0	0.062	0	0	0.429	0.441
SFRP2	SOST	9606.ENSP00000274063	9606.ENSP00000301691	0	0	0	0	0	0	0	0.612	0.612
SLC16A9	SLC47A1	9606.ENSP00000378757	9606.ENSP00000270570	0	0	0	0	0.062	0	0	0.413	0.426
SLC16A9	SLC26A2	9606.ENSP00000378757	9606.ENSP00000286298	0	0	0	0	0.062	0	0	0.491	0.503
SLC22A1	SLC5A7	9606.ENSP00000355930	9606.ENSP00000264047	0	0	0	0	0	0.058	0	0.414	0.424
SLC22A1	SLC47A1	9606.ENSP00000355930	9606.ENSP00000270570	0	0	0	0	0.055	0	0	0.900	0.903
SLC22A3	SLC47A1	9606.ENSP00000275300	9606.ENSP00000270570	0	0	0	0	0.062	0	0	0.714	0.720
SLC22A6	SLC47A1	9606.ENSP00000367102	9606.ENSP00000270570	0	0	0	0	0.064	0	0	0.693	0.701
SLC22A6	SLC26A2	9606.ENSP00000367102	9606.ENSP00000286298	0	0	0	0	0	0.271	0	0.341	0.499
SLC22A8	SLC47A1	9606.ENSP00000337335	9606.ENSP00000270570	0	0	0	0	0.063	0	0	0.762	0.768
SLC5A9	TRABD2B	9606.ENSP00000236495	9606.ENSP00000476820	0	0	0	0	0.064	0	0	0.746	0.752
SOST	SPP1	9606.ENSP00000301691	9606.ENSP00000378517	0	0	0	0	0	0	0	0.637	0.637
SPINK13	SPINK9	9606.ENSP00000421048	9606.ENSP00000367139	0	0	0	0	0	0	0	0.735	0.735
SPINK13	SPINK2	9606.ENSP00000421048	9606.ENSP00000425961	0	0	0	0	0	0	0	0.677	0.677
SPINK2	SPINK9	9606.ENSP00000425961	9606.ENSP00000367139	0	0	0	0	0	0	0	0.637	0.637
SPP1	VCAM1	9606.ENSP00000378517	9606.ENSP00000294728	0	0	0	0	0.070	0	0	0.618	0.630
SPP1	VIM	9606.ENSP00000378517	9606.ENSP00000446007	0	0	0	0	0.064	0	0	0.450	0.463
TTC29	ZIC2	9606.ENSP00000423505	9606.ENSP00000365514	0	0	0	0	0.062	0	0	0.478	0.489
TWIST1	VIM	9606.ENSP00000242261	9606.ENSP00000446007	0	0	0	0	0.086	0.273	0	0.760	0.827
UPK1B	UPK3B	9606.ENSP00000264234	9606.ENSP00000257632	0	0	0	0	0.145	0.213	0	0.920	0.941
UPK1B	UPK3BL	9606.ENSP00000264234	9606.ENSP00000342938	0	0	0	0	0.051	0	0	0.535	0.539
ZP3	ZPBP	9606.ENSP00000378326	9606.ENSP00000046087	0	0	0	0	0	0	0	0.442	0.442
